Lastname,Name,Team,Position,Games Played,Goals,Missed,Field Goals,Penalty Goals,Shooting Accuracy,Assists,Technical Faults,Steals,Blocks,Yellow Cards,2 Min Exclusion,Red Cards,Blue Cards,Season,Tier
Ellebaek,Tobias,FAG,LB,26,50,40,50,0,0.5556,60,22,1,0,1,4,0,0,21/22,A
Smarason,Janus Dadi,FAG,CB,24,49,35,49,0,0.5832999999999999,45,26,1,0,0,10,0,0,21/22,A
Andersen,Frederik Bo,HSV,RW,32,49,30,49,0,0.6203,0,9,7,0,0,1,0,0,21/22,A
Hermann,Till,FAG,LW,33,48,21,48,0,0.6957,1,4,3,0,1,0,0,0,21/22,A
O'Sullivan,Christian,SCM,CB,33,48,10,48,0,0.8276,50,14,13,13,4,6,0,0,21/22,A
Nissen,Marek,NLB,LB,34,47,39,47,0,0.5465,10,21,2,15,1,16,0,0,21/22,A
Wiederstein,Fabian,HBW,P,29,46,20,46,0,0.6970000000000001,3,14,1,4,12,15,1,0,21/22,A
Zelenovic,Nemanja,FAG,RB,29,46,41,46,0,0.5287,19,14,2,1,1,5,0,0,21/22,A
Sunnefeldt,Oskar,LEI,LB,34,46,52,46,0,0.4694,20,13,3,8,1,3,0,0,21/22,A
Hutecek,Lukas,TBV,CB,29,46,43,46,0,0.5169,58,17,11,0,3,7,0,0,21/22,A
Bezjak,Marko,SCM,CB,34,45,14,45,0,0.7626999999999999,45,29,12,4,3,15,1,0,21/22,A
Ahouansou,Philipp,RNL,LB,22,45,23,45,0,0.6618,11,10,1,5,0,4,1,0,21/22,A
Steinhauser,Marius,SGF,RW,31,44,17,43,1,0.72,0,4,4,0,2,1,0,0,21/22,A
Wullenweber,Finn,HSV,LB,24,44,45,44,0,0.49439999999999995,14,20,1,1,3,11,1,0,21/22,A
Meister,Lucas,GWD,P,33,44,31,44,0,0.5867,6,13,7,11,7,30,2,0,21/22,A
Schulze,Alexander,TVB,LW,34,44,14,44,0,0.7585999999999999,0,4,6,0,1,5,0,0,21/22,A
Pevnov,Evgeni,HAN,P,25,43,13,43,0,0.7679,4,5,6,17,6,6,1,0,21/22,A
Milosevic,Alen,LEI,P,32,43,15,43,0,0.7414000000000001,13,13,9,9,3,12,1,0,21/22,A
Olsson,Hampus,HCE,RW,32,43,17,39,4,0.7167,4,5,3,0,0,4,0,0,21/22,A
Danner,Felix,WET,P,32,42,11,42,0,0.7925,9,7,4,17,4,21,2,0,21/22,A
Bergemann,Thies,HSV,RW,29,42,19,42,0,0.6884999999999999,2,5,1,0,2,4,0,0,21/22,A
Mensing,Hans Aaron,SGF,LB,24,41,40,41,0,0.5062,22,6,0,0,0,3,0,0,21/22,A
Grebenc,Jan,GWD,LB,30,40,39,40,0,0.5063,21,25,3,2,3,9,0,0,21/22,A
Sogard,Goran,SGF,LB,21,40,23,40,0,0.63,27,15,1,2,1,1,0,0,21/22,A
Edvardsson,Jonathan,HAN,CB,28,39,20,39,0,0.6609999999999999,48,26,8,1,0,7,0,0,21/22,A
Arnarsson,Arnar Freyr,MTM,P,34,39,14,39,0,0.7358,3,20,6,23,9,20,2,0,21/22,A
Scott,James,HBW,LB,30,39,40,39,0,0.49369999999999997,5,22,2,0,0,1,1,0,21/22,A
Kontrec,Tin,NLB,P,25,39,16,39,0,0.7091,6,18,1,9,9,30,0,0,21/22,A
Gutbrod,Fabian,BHC,LB,17,38,36,38,0,0.51,4,9,0,0,0,1,0,0,21/22,A
Dahmke,Rune,THW,LW,31,38,11,38,0,0.7755,5,2,4,0,0,5,0,0,21/22,A
Petrovsky,Leos,NLB,P,33,37,15,37,0,0.71,8,11,4,19,11,24,1,0,21/22,A
Schonningsen,Simen,BHC,RB,28,37,32,37,0,0.5362,29,22,0,1,2,7,0,0,21/22,A
Horzen,Kristjan,RNL,P,34,37,18,37,0,0.6727,7,16,2,2,2,6,0,0,21/22,A
Guardiola,Isaias,TBV,RB,21,36,29,36,0,0.5538000000000001,28,14,6,5,0,5,0,0,21/22,A
Hald Jensen,Simon,SGF,P,33,36,10,36,0,0.7826000000000001,4,8,0,34,15,15,0,0,21/22,A
Pettersson,Alexander,MTM,RB,33,35,28,35,0,0.5556,20,12,6,3,2,13,0,0,21/22,A
Augustinussen,Sebastian,TVB,RW,32,35,32,35,0,0.5224,6,6,4,3,5,11,0,0,21/22,A
Axmann,Dominik,HSV,LB,14,34,17,34,0,0.6667000000000001,17,13,4,1,1,2,0,0,21/22,A
Beciri,Kristian,HBW,P,26,32,18,32,0,0.64,3,20,2,8,4,14,0,0,21/22,A
Allendorf,Michael,MTM,LW,31,31,17,31,0,0.6457999999999999,1,8,2,1,0,3,0,0,21/22,A
Feise,Hannes,HAN,LW,34,31,11,31,0,0.7381,3,4,6,2,1,11,1,0,21/22,A
Ingason,Daniel Thor,HBW,LB,34,30,35,30,0,0.46149999999999997,23,23,8,12,7,20,0,0,21/22,A
Kalarash,Gleb,MTM,P,32,29,11,29,0,0.725,5,18,4,24,1,18,2,0,21/22,A
Theilinger,Nicolai,HSV,RB,23,28,19,28,0,0.5957,15,20,3,0,4,7,0,0,21/22,A
Ehrig,Sven,THW,RW,33,27,20,27,0,0.5745,1,2,3,0,0,3,0,0,21/22,A
Runarsson,Andri Mar,TVB,CB,34,27,16,27,0,0.6279,10,11,1,0,0,2,0,0,21/22,A
Zeitz,Christian,GWD,RB,30,25,29,25,0,0.46299999999999997,13,10,1,1,2,9,0,0,21/22,A
Thomann,Gregor,HBW,RW,26,25,18,15,10,0.5814,0,4,0,0,0,1,0,0,21/22,A
Semper,Franz,SGF,RB,16,25,34,25,0,0.42369999999999997,20,8,0,0,1,0,0,0,21/22,A
Speckmann,Jan-Eric,NLB,LW,16,25,12,13,12,0.6757,2,1,1,0,1,0,0,0,21/22,A
Kogut,Andrej,TBV,CB,19,24,19,24,0,0.5581,18,3,2,1,2,2,0,0,21/22,A
Musche,Matthias,SCM,LW,22,24,9,24,0,0.7273000000000001,3,2,3,0,0,0,0,0,21/22,A
Janke,Maximilian,GWD,CB,26,24,9,24,0,0.7273000000000001,13,5,6,13,2,11,0,0,21/22,A
Drager,Yannick,NLB,P,32,24,12,24,0,0.6667000000000001,13,10,5,24,3,24,6,0,21/22,A
Remke,Gregor,LEI,RB,32,24,19,24,0,0.56,24,19,5,2,1,2,0,0,21/22,A
Kopljar,Marko,BER,RB,29,24,16,24,0,0.6,14,7,3,18,7,12,1,0,21/22,A
Overby,Petter,HCE,P,30,24,5,24,0,0.8276,4,7,5,7,4,18,3,0,21/22,A
Zacharias,Lion,RNL,LW,21,24,11,23,1,0.6857,3,1,8,0,0,3,0,0,21/22,A
Fath,Steffen,HCE,LB,20,23,31,23,0,0.43,25,15,2,2,3,3,0,0,21/22,A
Schimmelbauer,Tobias,HSV,LW,31,23,4,23,0,0.85,7,4,0,2,7,33,3,0,21/22,A
Saueressig,Lukas,HBW,CB,16,23,16,23,0,0.5897,44,19,3,2,2,5,0,0,21/22,A
Srsen,Ivan,WET,RB,34,23,22,23,0,0.5111,14,13,2,1,2,6,0,0,21/22,A
Mundus,Marvin,NLB,CB,34,23,19,23,0,0.5476,8,8,0,0,1,4,0,0,21/22,A
Koch,Johan,BER,P,21,22,10,22,0,0.6875,0,9,0,0,1,5,0,0,21/22,A
Ernst,Simon,LEI,CB,34,22,24,22,0,0.4783,21,16,7,21,3,17,1,0,21/22,A
Spath,Manuel,HSV,P,33,21,17,21,0,0.5526,3,20,2,9,6,19,0,0,21/22,A
Nicolaus,Fynn-Luca,TVB,LB,14,21,6,21,0,0.7778,7,2,4,2,4,3,0,0,21/22,A
Richtzenhain,Justus Nicolas,GWD,P,33,20,7,20,0,0.7406999999999999,3,11,0,2,2,10,0,0,21/22,A
Hafner,Max,TVB,CB,15,20,17,20,0,0.5405,19,10,1,0,0,2,0,0,21/22,A
Hanne,Martin,HAN,LB,16,20,27,20,0,0.4255,11,10,1,0,0,1,0,0,21/22,A
Kleineidam,Jan,HSV,CB,22,19,15,19,0,0.5588000000000001,10,14,0,1,1,4,0,0,21/22,A
Goller,Axel,FAG,RW,33,19,11,12,7,0.63,0,0,1,0,0,0,0,0,21/22,A
Maric,Marino,MTM,P,31,18,3,18,0,0.8571,2,5,1,1,0,2,0,0,21/22,A
Damm,Sebastian,BHC,LW,28,18,6,18,0,0.75,2,7,2,0,0,0,0,0,21/22,A
Rothlisberger,Samuel,TVB,P,31,18,10,18,0,0.6429,8,6,6,20,10,17,1,0,21/22,A
Kusan,Tomislav,WET,P,18,18,4,18,0,0.8181999999999999,2,7,1,5,1,6,0,0,21/22,A
Sarac,Josip,FAG,LB,13,18,10,18,0,0.6429,7,2,6,1,1,7,0,0,21/22,A
Ossenkopp,Lukas,HSV,LB,28,17,11,17,0,0.6071,11,9,2,6,5,12,1,0,21/22,A
Hansson,Emil,BHC,RW,32,17,9,17,0,0.6537999999999999,1,1,1,0,0,0,0,0,21/22,A
Michalczik,Marian,BER,LB,12,17,7,17,0,0.7082999999999999,21,6,2,0,2,2,0,0,21/22,A
Fraatz,Yannick,BHC,RW,14,17,11,17,0,0.6071,1,1,1,1,0,0,0,0,21/22,A
Bergner,Tom,BHC,P,29,17,10,17,0,0.6296,0,2,0,0,0,2,0,0,21/22,A
Kranzmann,Florian,GWD,LW,34,17,14,15,2,0.5484,2,3,4,0,0,0,0,0,21/22,A
Beneke,Max Christoph,BER,RB,17,17,8,17,0,0.68,2,13,0,0,3,1,0,0,21/22,A
Fischer,Justus,HAN,P,19,17,3,17,0,0.85,0,3,0,3,1,2,0,0,21/22,A
Esche,Marc,LEI,LW,33,16,11,16,0,0.5926,1,3,1,0,0,1,0,0,21/22,A
Mirkulovski,Filip,WET,CB,30,15,11,15,0,0.58,6,17,0,0,0,0,0,0,21/22,A
Chrapkowski,Piotr,SCM,LB,34,15,3,15,0,0.83,10,2,10,13,1,22,1,0,21/22,A
Leban,Patrik,HCE,CB,34,15,10,15,0,0.6,15,11,2,0,0,2,0,0,21/22,A
Reitemann,Michel,TBV,P,33,15,7,15,0,0.6818000000000001,1,6,0,0,0,1,0,0,21/22,A
Ebner,Dominik,NLB,RB,6,14,12,14,0,0.5385,5,4,0,1,0,3,1,0,21/22,A
Jaeger,Max,HCE,LW,31,14,6,14,0,0.7,1,0,2,0,0,1,0,0,21/22,A
Thiele,Joshua,GWD,P,30,14,8,14,0,0.6364,1,6,2,2,7,15,1,0,21/22,A
Volz,Patrick,HBW,LW,20,13,5,13,0,0.7222,2,1,0,0,1,1,0,0,21/22,A
Schwarzer,Kian,TBV,LW,33,13,7,13,0,0.65,2,0,0,0,1,0,0,0,21/22,A
Feld,Alexander,WET,CB,12,12,18,11,1,0.4,1,6,0,0,0,3,0,0,21/22,A
Lindskog,Anton,SGF,P,34,12,5,12,0,0.71,2,3,3,21,3,16,0,0,21/22,A
Chrintz,Valter,BER,RW,29,12,1,12,0,0.9231,0,2,3,0,0,1,1,0,21/22,A
Diocou Soumare,Mamadou,RNL,RB,14,12,13,12,0,0.48,0,3,3,0,0,2,0,0,21/22,A
Krone,Jannes,HAN,RW,29,11,12,11,0,0.4783,1,4,2,0,0,2,0,0,21/22,A
Rod,Magnus,SGF,RB,8,11,6,11,0,0.6470999999999999,10,1,1,1,2,4,0,0,21/22,A
Gislason,Ymir Orn,RNL,P,33,11,7,11,0,0.61,6,11,12,11,9,23,0,0,21/22,A
Langhoff,Matthes,BER,LB,28,11,10,11,0,0.5238,2,8,4,0,0,2,0,0,21/22,A
Ciudad Benitez,Leon,THW,P,30,11,3,11,0,0.7857,0,2,0,0,0,1,0,0,21/22,A
Horak,Pavel,THW,LB,34,10,4,10,0,0.7143,1,1,1,4,2,6,0,0,21/22,A
Link,Nikolai,HCE,LB,33,10,4,10,0,0.7143,5,0,4,12,7,22,1,0,21/22,A
Szucs,Csaba,BHC,CB,21,10,11,10,0,0.47619999999999996,22,10,2,9,4,9,2,0,21/22,A
Gretarsson,Oddur,HBW,LW,4,10,3,3,7,0.7692,1,1,1,0,0,0,0,0,21/22,A
More,David,RNL,LW,7,9,5,9,0,0.64,0,1,0,0,0,0,0,0,21/22,A
Hildenbrand,Tim,HBW,RW,5,9,9,9,0,0.5,1,2,0,0,0,1,0,0,21/22,A
Franke,Marten,NLB,RW,7,8,12,8,0,0.4,0,1,0,0,0,1,0,0,21/22,A
Timm,Marcel,TBV,P,8,8,3,8,0,0.73,0,1,0,1,0,0,0,0,21/22,A
Neudeck,Oskar,FAG,LB,27,8,9,8,0,0.47,6,8,2,1,0,3,0,0,21/22,A
Todorovic,Uros,HBW,RB,16,7,12,7,0,0.37,4,11,1,0,1,5,0,0,21/22,A
Lichtlein,Nils,BER,CB,11,7,5,7,0,0.58,4,5,1,0,0,0,0,0,21/22,A
Tokuda,Rennosuke,NLB,RB,15,7,5,7,0,0.5832999999999999,8,17,0,0,0,0,0,0,21/22,A
Niemann,Max,HSV,CB,4,7,3,7,0,0.7,5,6,0,0,0,1,0,0,21/22,A
Faust,Jarnes,THW,RW,1,7,0,7,0,1.0,0,0,1,0,0,0,0,0,21/22,A
Stevanovic,Nikola,HBW,RB,15,6,7,6,0,0.46149999999999997,6,6,2,0,0,0,0,0,21/22,A
Marcher Petersen,Mark Strandgaard,FAG,RW,3,6,2,6,0,0.75,0,1,1,0,0,0,0,0,21/22,A
Vignjevic,Marko,GWD,LB,11,6,8,6,0,0.43,2,1,1,2,0,2,0,0,21/22,A
Fuchs,Julian,MTM,RW,17,6,7,4,2,0.46,0,1,3,0,1,0,0,0,21/22,A
Klimpke,Ole,WET,LB,16,6,4,6,0,0.6,4,1,2,0,0,0,0,0,21/22,A
Huber,Elias,HBW,CB,12,6,3,6,0,0.6667000000000001,4,2,0,0,0,0,0,0,21/22,A
Wente,Till,HBW,LB,15,6,5,6,0,0.55,2,1,0,1,0,3,0,0,21/22,A
Semisch,Malte,GWD,GK,32,5,3,5,0,0.63,17,1,0,0,1,0,0,0,21/22,A
Preuss,Moritz,SCM,P,11,5,1,5,0,0.83,0,2,0,1,0,2,0,0,21/22,A
Roscheck,Bastian,HAN,P,32,5,4,5,0,0.56,5,0,4,10,6,19,0,0,21/22,A
Schottle,Nico,TVB,LB,9,5,6,5,0,0.45,0,0,0,0,0,0,0,0,21/22,A
Morros de Argila,Viran,BER,LB,27,4,0,4,0,1.0,2,0,2,8,3,9,1,0,21/22,A
Simic,Nebojsa,MTM,GK,34,4,1,4,0,0.8,6,0,0,0,0,0,0,0,21/22,A
Milosavljev,Dejan,BER,GK,34,4,2,4,0,0.67,18,0,0,0,1,0,0,0,21/22,A
Ruminsky,Mario,HBW,GK,33,4,3,4,0,0.57,15,3,0,0,0,1,0,0,21/22,A
Meyer-Siebert,Julius,SGF,LB,19,4,5,4,0,0.44,1,1,0,0,1,0,0,0,21/22,A
Hanemann,Hendrik,LEI,P,15,4,1,4,0,0.8,0,0,0,0,0,1,0,0,21/22,A
Fugel,Elias,HBW,RW,8,4,1,4,0,0.8,0,0,0,0,0,0,0,0,21/22,A
Patrail,Mait,RNL,LB,28,3,2,3,0,0.6,8,0,6,17,2,6,0,0,21/22,A
Rudeck,Christopher,BHC,GK,33,3,1,3,0,0.75,2,1,0,0,1,1,0,0,21/22,A
Jensen,Mike,SCM,GK,34,3,1,3,0,0.75,5,0,0,0,0,1,0,0,21/22,A
Sauter,Moritz,BER,CB,5,3,1,3,0,0.75,0,1,0,0,0,0,0,0,21/22,A
Schmitz,Tobias,BHC,LW,7,3,3,3,0,0.5,0,0,0,0,0,2,0,0,21/22,A
Van Oettingen,Oscar,SGF,RB,8,3,1,3,0,0.75,2,3,0,0,0,0,0,0,21/22,A
Horr,Manuel,MTM,CB,13,3,0,3,0,1.0,1,4,0,0,0,0,0,0,21/22,A
Drosten,Florian,MTM,LW,8,3,1,2,1,0.75,0,1,0,0,0,0,0,0,21/22,A
Jacobs,Jann Keno,BER,P,3,3,1,3,0,0.75,1,0,1,0,0,2,0,0,21/22,A
Green,Jannick,SCM,GK,34,2,1,2,0,0.6667000000000001,2,0,0,0,0,2,0,0,21/22,A
Johannesson,Peter,TBV,GK,29,2,2,2,0,0.5,7,0,0,0,0,1,0,0,21/22,A
Klimpke,Till,WET,GK,31,2,1,2,0,0.6667000000000001,10,2,0,0,0,1,0,0,21/22,A
Myrhol,Bjarte Hakon,THW,P,3,2,3,2,0,0.4,0,1,0,0,0,0,0,0,21/22,A
Kuntscher,David,MTM,RB,17,2,2,2,0,0.5,0,0,0,0,0,0,0,0,21/22,A
Seitz,Stephan,HCE,RB,8,2,4,2,0,0.3333,0,1,0,0,0,0,0,0,21/22,A
Michalski,Niklas,RNL,RW,6,2,3,2,0,0.4,0,0,0,0,0,0,0,0,21/22,A
Finn-Jannes,Gernus,NLB,LW,15,2,2,2,0,0.5,2,0,0,0,0,0,0,0,21/22,A
Weber,Daniel,HAN,RW,1,2,0,2,0,1.0,0,0,0,0,0,0,0,0,21/22,A
Quardfasel,Mats Ove,HSV,RW,1,2,2,2,0,0.5,0,1,1,0,0,0,0,0,21/22,A
Hasenkamp,Fynn Jarik,SGF,LB,8,2,1,2,0,0.6667000000000001,0,0,0,1,0,0,0,0,21/22,A
Schwormstede,Luca Alexander,THW,LB,1,2,0,2,0,1.0,0,0,0,0,0,1,0,0,21/22,A
Mrkva,Tomas,BHC,GK,33,1,1,1,0,0.5,2,1,0,0,0,0,0,0,21/22,A
Bitter,Johannes,HSV,GK,33,1,0,1,0,1.0,10,3,0,0,1,2,0,0,21/22,A
Vori,Igor,BER,P,4,1,2,1,0,0.3333,0,2,0,0,0,3,0,0,21/22,A
Muller,Michael,SGF,RB,12,1,0,1,0,1.0,0,0,0,0,0,1,0,0,21/22,A
Palicka,Andreas,RNL,GK,11,1,0,1,0,1.0,6,1,0,0,0,0,0,0,21/22,A
Katsigiannis,Nikolas,RNL,GK,23,1,0,1,0,1.0,5,2,0,0,0,0,0,0,21/22,A
Meschke,Benjamin,TVB,P,14,1,2,1,0,0.3333,0,1,0,0,0,1,0,0,21/22,A
Rebmann,Daniel,FAG,GK,32,1,1,1,0,0.5,4,2,0,0,0,0,0,0,21/22,A
Møller,Kevin,SGF,GK,33,1,1,1,0,0.5,11,1,0,0,0,0,0,0,21/22,A
Honicke,Jonas,LEI,CB,3,1,1,1,0,0.5,2,2,0,0,0,1,0,0,21/22,A
Ebner,Domenico,HAN,GK,27,1,1,1,0,0.5,4,1,0,0,0,0,0,0,21/22,A
Kastelic,Urh,FAG,GK,28,1,2,1,0,0.3333,5,1,0,0,0,0,0,0,21/22,A
Pesic,Ivan,TVB,GK,22,1,0,1,0,1.0,1,0,0,0,0,0,0,0,21/22,A
Kessler,Maximilian,RNL,LW,1,1,2,1,0,0.3333,0,0,0,0,0,0,0,0,21/22,A
Saeveraas,Kristian,LEI,GK,34,1,0,1,0,1.0,11,1,1,0,0,0,0,0,21/22,A
Gertges,Jonas,HSV,LW,24,1,0,1,0,1.0,0,0,0,0,0,0,0,0,21/22,A
Moller,Lasse,SGF,LB,1,1,1,0,1,0.5,0,0,0,0,0,0,0,0,21/22,A
Marschall,Tarek,HCE,CB,19,1,7,1,0,0.125,1,5,1,0,0,0,0,0,21/22,A
Juric,Petar,HAN,CB,1,1,0,1,0,1.0,0,0,1,0,0,1,0,0,21/22,A
Sejr Jensen,Simon,HBW,GK,33,1,2,1,0,0.3333,5,3,0,0,0,0,0,0,21/22,A
Suljakovic,Anadin,WET,GK,28,1,2,1,0,0.3333,4,0,0,0,0,0,0,0,21/22,A
Heinis,Robin,BER,RB,4,1,0,1,0,1.0,0,0,0,0,0,0,0,0,21/22,A
Kompenhans,Paul,MTM,CB,5,1,1,1,0,0.5,0,2,1,0,0,0,0,0,21/22,A
Hejny,Maximilian,FAG,RB,5,1,0,1,0,1.0,0,0,0,0,0,0,0,0,21/22,A
Holzhacker,Paul,GWD,RW,5,1,1,1,0,0.5,0,1,0,0,0,0,0,0,21/22,A
Lets,Vladislav,BER,P,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,21/22,A
El-Tayar,Mohamed Essam Moustafa,LEI,GK,16,1,0,1,0,1.0,1,0,0,0,0,0,0,0,21/22,A
Eisele,Felix,FAG,RW,2,1,0,1,0,1.0,0,0,0,0,0,0,0,0,21/22,A
Bacani,Nico,TVB,RW,2,1,0,1,0,1.0,0,0,0,0,0,0,0,0,21/22,A
Heinevetter,Silvio,MTM,GK,34,0,0,0,0,0.0,4,4,0,0,0,0,0,0,21/22,A
Bult,Mark,SGF,RB,3,0,0,0,0,0.0,0,0,0,0,3,0,0,0,21/22,A
Vortmann,Jens,HSV,GK,30,0,0,0,0,0.0,3,0,0,0,1,0,0,0,21/22,A
Ziemer,Martin,HCE,GK,28,0,0,0,0,0.0,5,1,0,0,1,0,0,0,21/22,A
Lackovic,Blazenko,HSV,LB,1,0,0,0,0,0.0,0,0,0,0,2,0,0,0,21/22,A
Quenstedt,Dario,THW,GK,33,0,0,0,0,0.0,1,0,0,0,0,0,0,0,21/22,A
Lichtlein,Carsten,GWD,GK,34,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Ritschel,Matthias,HAN,GK,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Rezar,Aljosa,NLB,GK,34,0,0,0,0,0.0,4,2,0,0,0,0,0,0,21/22,A
Lemke,Finn,MTM,LB,4,0,0,0,0,0.0,0,0,1,3,0,1,0,0,21/22,A
Maier,Jonas,HSV,GK,3,0,0,0,0,0.0,2,0,0,0,0,0,0,0,21/22,A
Appelgren,Mikael,RNL,GK,13,0,0,0,0,0.0,5,1,0,0,0,0,0,0,21/22,A
Landin,Niklas,THW,GK,31,0,0,0,0,0.0,6,0,1,0,0,1,0,0,21/22,A
von Gruchalla,Florian,HCE,RW,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Prost,Primoz,TVB,GK,12,0,0,0,0,0.0,4,0,0,0,0,0,0,0,21/22,A
Sonne-Hansen,Kim,HCE,GK,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Oehlrich,Thomas,BER,P,1,0,0,0,0,0.0,0,0,0,0,1,1,0,0,21/22,A
Gempp,Patrick,WET,P,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Wolf,Tom,NLB,LB,7,0,0,0,0,0.0,0,4,0,0,0,1,0,0,21/22,A
Genz,Fredrik,BER,GK,31,0,0,0,0,0.0,1,0,0,0,0,0,0,0,21/22,A
Thulin,Tobias,TVB,GK,28,0,0,0,0,0.0,4,0,0,0,0,0,0,0,21/22,A
Birlehm,Joel,RNL,GK,34,0,0,0,0,0.0,10,1,0,0,0,0,0,0,21/22,A
Hassferter,Michael,HCE,GK,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Kellner,Benedikt,HCE,CB,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Buric,Benjamin,SGF,GK,32,0,0,0,0,0.0,3,0,0,0,0,0,0,0,21/22,A
Zecher,Finn,TBV,GK,34,0,0,0,0,0.0,3,0,0,0,0,0,0,0,21/22,A
Boieck,Janis,HCE,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Ende,Moritz,BER,RW,4,0,0,0,0,0.0,0,1,0,0,0,0,0,0,21/22,A
Pusica,Miljan,GWD,LB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Abutovic,Ilija,RNL,LB,32,0,0,0,0,0.0,1,0,2,12,9,19,3,0,21/22,A
Lesjak,Urban,HAN,GK,31,0,0,0,0,0.0,3,1,0,0,0,0,0,0,21/22,A
Komok,Gennadiy,WET,GK,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Ferlin,Klemen,HCE,GK,28,0,0,0,0,0.0,7,2,0,0,0,0,0,0,21/22,A
Vujovic,Miljan,TVB,GK,13,0,0,0,0,0.0,4,0,0,0,0,0,1,0,21/22,A
Simonsen,Christian Ole,LEI,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Geis,Linus,TBV,LB,11,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Ehlers,Matteo,HAN,CB,6,0,0,0,0,0.0,1,0,0,0,0,0,0,0,21/22,A
Klein,Sebastian,FAG,GK,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Baranasic,Filip,HBW,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Baumgart,Luka,SCM,CB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Foege,Luis Plymford,TVB,RB,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Bialowas,Yannik,HCE,LW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Wernlein,Felix,HAN,GK,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Kraus,Dustin,BER,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Klama,Joonas,BHC,GK,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Munzinger,Luca,HBW,RB,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Ludwig,Lasse,BER,GK,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Freihofer,Tim,BER,LW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Eissing,Felix,SCM,RW,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Uscins,Renars,SCM,RB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Leppich,Jonas,BHC,P,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Muhlenstadt,Timon,TBV,GK,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Kaulitz,Tim,FAG,LW,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Beekmann,Ben,MTM,LW,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Spath,David,RNL,GK,9,0,0,0,0,0.0,0,1,0,0,0,0,0,0,21/22,A
Carstensen,Leve,TBV,LW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Hubke,Torben,SGF,P,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Holpert,Magnus,GWD,CB,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Wager,Philipp Maximilian,THW,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Saggau,Philip Hartwig,THW,GK,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Blum,Matthis,RNL,CB,1,0,0,0,0,0.0,2,1,0,0,0,0,0,0,21/22,A
Feit,Thore,HSV,P,3,0,0,0,0,0.0,0,2,0,0,0,0,0,0,21/22,A
Blaauw,Niko,TBV,CB,27,0,0,0,0,0.0,8,5,0,1,0,1,0,0,21/22,A
Leun,Finn-Lukas,LEI,RB,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Sajenev,Mika Laurin,LEI,P,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Demerza,Alexej,GWD,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Scholtes,Elias,RNL,RB,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Oetjen,Thore,TBV,P,1,0,0,0,0,0.0,0,1,0,0,0,0,0,0,21/22,A
Scheiner,Joshua,TVB,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,21/22,A
Ayar,Koray,HAN,P,10,0,0,0,0,0.0,0,1,0,0,0,0,0,0,21/22,A
